0,0,0.78947,0.81579,0.73684,0,0.60526,0.78947
0,0,0.78947,0.89474,0.89474,0.73684,0,0.84211
0.21053,0.21053,0,0.68421,0.63158,0.68421,0.65789,0.65789
0.18421,0.10526,0.31579,0,0.86842,0.63158,0.60526,0.76316
0.26316,0.10526,0.36842,0.13158,0,0,0.55263,0.78947
0,0.26316,0.31579,0.36842,0,0,0.73684,0.76316
0.39474,0,0.34211,0.39474,0.44737,0.26316,0,0.84211
0.21053,0.15789,0.34211,0.23684,0.21053,0.23684,0.15789,0
